category,group,measure
15,Valentine%27s_Day,16914
16,Valentine%27s_Day,18078
17,Valentine%27s_Day,20722
18,Valentine%27s_Day,21471
19,Valentine%27s_Day,27643
20,Valentine%27s_Day,25574
21,Valentine%27s_Day,204
22,Valentine%27s_Day,24402
23,Valentine%27s_Day,24108
0,Facebook,389
1,Facebook,427
2,Facebook,518
3,Facebook,678
4,Facebook,547
5,Facebook,530
6,Facebook,494
7,Facebook,559
8,Facebook,618
9,Facebook,711
10,Facebook,203
11,Facebook,270
12,Facebook,310
13,Facebook,335
14,Facebook,323
15,Facebook,310
16,Facebook,297
17,Facebook,340
18,Facebook,351
19,Facebook,329
20,Facebook,314
21,Facebook,301
22,Facebook,204
23,Facebook,250
0,Tuenti,0
1,Tuenti,0
2,Tuenti,0
3,Tuenti,0
4,Tuenti,0
5,Tuenti,0
6,Tuenti,0
7,Tuenti,0
8,Tuenti,0
9,Tuenti,0
10,Tuenti,0
11,Tuenti,0
12,Tuenti,5741
13,Tuenti,20481
14,Tuenti,18637
15,Tuenti,19544
16,Tuenti,16260
17,Tuenti,14970
18,Tuenti,16042
19,Tuenti,17550
20,Tuenti,18337
21,Tuenti,34026
22,Tuenti,49028
23,Tuenti,39144
0,Peter_Alexander,228
1,Peter_Alexander,259
2,Peter_Alexander,4314
3,Peter_Alexander,2313
4,Peter_Alexander,1545
5,Peter_Alexander,1204
6,Peter_Alexander,1686
7,Peter_Alexander,3242
8,Peter_Alexander,236
9,Peter_Alexander,447
10,Peter_Alexander,406
11,Peter_Alexander,389
12,Peter_Alexander,310
13,Peter_Alexander,440
14,Peter_Alexander,413
15,Peter_Alexander,299
16,Peter_Alexander,263
17,Peter_Alexander,270
18,Peter_Alexander,222
19,Peter_Alexander,286
20,Peter_Alexander,203
21,Peter_Alexander,7352
22,Peter_Alexander,7557
23,Peter_Alexander,6125
0,Fedor_Emelianenko,2715
1,Fedor_Emelianenko,2610
2,Fedor_Emelianenko,3292
3,Fedor_Emelianenko,4106
4,Fedor_Emelianenko,6715
5,Fedor_Emelianenko,19028
6,Fedor_Emelianenko,268
7,Fedor_Emelianenko,8065
8,Fedor_Emelianenko,6525
9,Fedor_Emelianenko,5637
10,Fedor_Emelianenko,5197
11,Fedor_Emelianenko,206
12,Fedor_Emelianenko,4789
13,Fedor_Emelianenko,4520
14,Fedor_Emelianenko,4677
15,Fedor_Emelianenko,4844
16,Fedor_Emelianenko,5127
17,Fedor_Emelianenko,5274
18,Fedor_Emelianenko,5666
19,Fedor_Emelianenko,5368
20,Fedor_Emelianenko,5189
21,Fedor_Emelianenko,4997
22,Fedor_Emelianenko,4491
23,Fedor_Emelianenko,4335
