category,group,measure
15,Mark_Zuckerberg,82892
16,Mark_Zuckerberg,68774
17,Mark_Zuckerberg,96502
18,Mark_Zuckerberg,104782
19,Mark_Zuckerberg,92032
20,Mark_Zuckerberg,136754
21,Mark_Zuckerberg,152107
22,Mark_Zuckerberg,132896
23,Mark_Zuckerberg,109455
24,Mark_Zuckerberg,116529
25,Mark_Zuckerberg,132660
26,Mark_Zuckerberg,178783
27,Mark_Zuckerberg,260723
28,Mark_Zuckerberg,175401
29,Mark_Zuckerberg,153503
0,Google,94137
1,Google,89061
2,Google,113786
3,Google,119975
4,Google,126592
5,Google,145936
6,Google,119604
7,Google,97143
8,Google,94439
9,Google,107161
10,Google,112088
11,Google,107929
12,Google,101797
13,Google,110718
14,Google,85670
15,Google,84332
16,Google,88992
17,Google,97287
18,Google,102829
19,Google,95853
20,Google,92773
21,Google,83768
22,Google,83413
23,Google,120448
24,Google,109587
25,Google,106142
26,Google,103610
27,Google,99071
28,Google,89036
29,Google,81081
0,Paul_C%C3%A9zanne,0
1,Paul_C%C3%A9zanne,235
2,Paul_C%C3%A9zanne,0
3,Paul_C%C3%A9zanne,0
4,Paul_C%C3%A9zanne,0
5,Paul_C%C3%A9zanne,0
6,Paul_C%C3%A9zanne,201
7,Paul_C%C3%A9zanne,0
8,Paul_C%C3%A9zanne,0
9,Paul_C%C3%A9zanne,0
10,Paul_C%C3%A9zanne,0
11,Paul_C%C3%A9zanne,0
12,Paul_C%C3%A9zanne,0
13,Paul_C%C3%A9zanne,214
14,Paul_C%C3%A9zanne,0
15,Paul_C%C3%A9zanne,0
16,Paul_C%C3%A9zanne,0
17,Paul_C%C3%A9zanne,0
18,Paul_C%C3%A9zanne,891
19,Paul_C%C3%A9zanne,2204
20,Paul_C%C3%A9zanne,2606
21,Paul_C%C3%A9zanne,2026
22,Paul_C%C3%A9zanne,413
23,Paul_C%C3%A9zanne,4059
24,Paul_C%C3%A9zanne,210345
25,Paul_C%C3%A9zanne,2482968
26,Paul_C%C3%A9zanne,74779
27,Paul_C%C3%A9zanne,223
28,Paul_C%C3%A9zanne,0
29,Paul_C%C3%A9zanne,0
0,Justin_Bieber,146566
1,Justin_Bieber,120865
2,Justin_Bieber,104077
3,Justin_Bieber,100157
4,Justin_Bieber,101303
5,Justin_Bieber,96498
6,Justin_Bieber,98157
7,Justin_Bieber,85392
8,Justin_Bieber,96543
9,Justin_Bieber,79324
10,Justin_Bieber,71256
11,Justin_Bieber,71977
12,Justin_Bieber,71773
13,Justin_Bieber,83764
14,Justin_Bieber,74564
15,Justin_Bieber,92471
16,Justin_Bieber,64179
17,Justin_Bieber,64150
18,Justin_Bieber,66077
19,Justin_Bieber,65449
20,Justin_Bieber,71100
21,Justin_Bieber,82975
22,Justin_Bieber,82485
23,Justin_Bieber,70116
24,Justin_Bieber,68301
25,Justin_Bieber,71424
26,Justin_Bieber,77222
27,Justin_Bieber,95603
28,Justin_Bieber,84654
29,Justin_Bieber,80315
0,Ana_Sayfa,74687
1,Ana_Sayfa,69710
2,Ana_Sayfa,80494
3,Ana_Sayfa,79664
4,Ana_Sayfa,78111
5,Ana_Sayfa,83838
6,Ana_Sayfa,75143
7,Ana_Sayfa,67686
8,Ana_Sayfa,68431
9,Ana_Sayfa,74679
10,Ana_Sayfa,78514
11,Ana_Sayfa,87526
12,Ana_Sayfa,71479
13,Ana_Sayfa,78473
14,Ana_Sayfa,62962
15,Ana_Sayfa,61779
16,Ana_Sayfa,63834
17,Ana_Sayfa,74215
18,Ana_Sayfa,81264
19,Ana_Sayfa,80421
20,Ana_Sayfa,85664
21,Ana_Sayfa,81412
22,Ana_Sayfa,76627
23,Ana_Sayfa,77254
24,Ana_Sayfa,98952
25,Ana_Sayfa,101972
26,Ana_Sayfa,102526
27,Ana_Sayfa,98536
28,Ana_Sayfa,102769
29,Ana_Sayfa,84166
0,Accueil,76047
1,Accueil,69336
2,Accueil,76816
3,Accueil,75852
4,Accueil,80028
5,Accueil,88672
6,Accueil,83238
7,Accueil,74521
8,Accueil,70696
9,Accueil,79924
10,Accueil,80112
11,Accueil,81797
12,Accueil,83683
13,Accueil,86834
14,Accueil,79325
15,Accueil,75290
16,Accueil,76071
17,Accueil,83402
18,Accueil,87627
19,Accueil,88056
20,Accueil,88461
21,Accueil,79530
22,Accueil,74315
23,Accueil,79092
24,Accueil,80645
25,Accueil,82589
26,Accueil,84145
27,Accueil,92405
28,Accueil,77169
29,Accueil,68159
0,United_States,72973
1,United_States,61739
2,United_States,81559
3,United_States,80358
4,United_States,88654
5,United_States,86366
6,United_States,107055
7,United_States,70272
8,United_States,64490
9,United_States,80574
10,United_States,87089
11,United_States,87053
12,United_States,83291
13,United_States,87874
14,United_States,67424
15,United_States,63489
16,United_States,78102
17,United_States,80845
18,United_States,87680
19,United_States,87489
20,United_States,89489
21,United_States,74874
22,United_States,69224
23,United_States,84837
24,United_States,90062
25,United_States,86267
26,United_States,80665
27,United_States,80647
28,United_States,66670
29,United_States,67128
