category,group,measure
24,Ana_Sayfa,102769
25,Ana_Sayfa,84166
26,Ana_Sayfa,83591
27,Ana_Sayfa,108977
28,Ana_Sayfa,103451
29,Ana_Sayfa,103612
0,Accueil,80028
1,Accueil,88672
2,Accueil,83238
3,Accueil,74521
4,Accueil,70696
5,Accueil,79924
6,Accueil,80112
7,Accueil,81797
8,Accueil,83683
9,Accueil,86834
10,Accueil,79325
11,Accueil,75290
12,Accueil,76071
13,Accueil,83402
14,Accueil,87627
15,Accueil,88056
16,Accueil,88461
17,Accueil,79530
18,Accueil,74315
19,Accueil,79092
20,Accueil,80645
21,Accueil,82589
22,Accueil,84145
23,Accueil,92405
24,Accueil,77169
25,Accueil,68159
26,Accueil,79443
27,Accueil,83065
28,Accueil,84023
29,Accueil,83201
