category,group,measure
4,Hlavn%C3%AD_strana,288
5,Hlavn%C3%AD_strana,394
6,Hlavn%C3%AD_strana,1114
7,Hlavn%C3%AD_strana,2520
8,Hlavn%C3%AD_strana,5320
9,Hlavn%C3%AD_strana,6296
10,Hlavn%C3%AD_strana,7279
11,Hlavn%C3%AD_strana,7751
12,Hlavn%C3%AD_strana,8133
13,Hlavn%C3%AD_strana,7194
14,Hlavn%C3%AD_strana,7455
15,Hlavn%C3%AD_strana,8760
16,Hlavn%C3%AD_strana,9567
17,Hlavn%C3%AD_strana,10122
18,Hlavn%C3%AD_strana,10617
19,Hlavn%C3%AD_strana,11964
20,Hlavn%C3%AD_strana,11011
21,Hlavn%C3%AD_strana,8561
22,Hlavn%C3%AD_strana,5467
23,Hlavn%C3%AD_strana,2991
0,Google,491
1,Google,376
2,Google,305
3,Google,631
4,Google,484
5,Google,354
6,Google,2780
7,Google,2927
8,Google,2922
9,Google,316
10,Google,233
11,Google,300
12,Google,479
13,Google,566
14,Google,521
15,Google,583
16,Google,602
17,Google,658
18,Google,582
19,Google,551
20,Google,580
21,Google,619
22,Google,524
23,Google,552
0,Julio_Verne,25127
1,Julio_Verne,23778
2,Julio_Verne,21405
3,Julio_Verne,18687
4,Julio_Verne,12039
5,Julio_Verne,7500
6,Julio_Verne,3568
7,Julio_Verne,314
8,Julio_Verne,0
9,Julio_Verne,250
10,Julio_Verne,0
11,Julio_Verne,0
12,Julio_Verne,0
13,Julio_Verne,284
14,Julio_Verne,318
15,Julio_Verne,384
16,Julio_Verne,420
17,Julio_Verne,371
18,Julio_Verne,414
19,Julio_Verne,537
20,Julio_Verne,447
21,Julio_Verne,398
22,Julio_Verne,356
23,Julio_Verne,328
0,Valentine%27s_Day,4337
1,Valentine%27s_Day,4025
2,Valentine%27s_Day,4408
3,Valentine%27s_Day,4542
4,Valentine%27s_Day,4282
5,Valentine%27s_Day,4018
6,Valentine%27s_Day,3728
7,Valentine%27s_Day,3334
8,Valentine%27s_Day,3134
9,Valentine%27s_Day,3369
10,Valentine%27s_Day,3377
11,Valentine%27s_Day,3537
12,Valentine%27s_Day,3974
13,Valentine%27s_Day,4215
14,Valentine%27s_Day,5007
15,Valentine%27s_Day,5544
16,Valentine%27s_Day,6021
17,Valentine%27s_Day,5962
18,Valentine%27s_Day,6143
19,Valentine%27s_Day,5975
20,Valentine%27s_Day,5847
21,Valentine%27s_Day,5569
22,Valentine%27s_Day,5496
23,Valentine%27s_Day,5244
