category,group,measure
16,Salvatore_Ferragamo_Italia_S.p.A,0
17,Salvatore_Ferragamo_Italia_S.p.A,0
18,Salvatore_Ferragamo_Italia_S.p.A,0
19,Salvatore_Ferragamo_Italia_S.p.A,0
20,Salvatore_Ferragamo_Italia_S.p.A,0
21,Salvatore_Ferragamo_Italia_S.p.A,0
22,Salvatore_Ferragamo_Italia_S.p.A,0
23,Salvatore_Ferragamo_Italia_S.p.A,0
0,Oliver_Wendell_Holmes%2c_Jr,0
1,Oliver_Wendell_Holmes%2c_Jr,0
2,Oliver_Wendell_Holmes%2c_Jr,0
3,Oliver_Wendell_Holmes%2c_Jr,0
4,Oliver_Wendell_Holmes%2c_Jr,17713
5,Oliver_Wendell_Holmes%2c_Jr,61900
6,Oliver_Wendell_Holmes%2c_Jr,64591
7,Oliver_Wendell_Holmes%2c_Jr,63896
8,Oliver_Wendell_Holmes%2c_Jr,61157
9,Oliver_Wendell_Holmes%2c_Jr,62193
10,Oliver_Wendell_Holmes%2c_Jr,61913
11,Oliver_Wendell_Holmes%2c_Jr,61296
12,Oliver_Wendell_Holmes%2c_Jr,61933
13,Oliver_Wendell_Holmes%2c_Jr,62028
14,Oliver_Wendell_Holmes%2c_Jr,8548
15,Oliver_Wendell_Holmes%2c_Jr,0
16,Oliver_Wendell_Holmes%2c_Jr,0
17,Oliver_Wendell_Holmes%2c_Jr,0
18,Oliver_Wendell_Holmes%2c_Jr,0
19,Oliver_Wendell_Holmes%2c_Jr,0
20,Oliver_Wendell_Holmes%2c_Jr,0
21,Oliver_Wendell_Holmes%2c_Jr,0
22,Oliver_Wendell_Holmes%2c_Jr,0
23,Oliver_Wendell_Holmes%2c_Jr,0
0,Julio_Verne,5755
1,Julio_Verne,2490
2,Julio_Verne,2393
3,Julio_Verne,2577
4,Julio_Verne,12864
5,Julio_Verne,11969
6,Julio_Verne,12293
7,Julio_Verne,16547
8,Julio_Verne,11966
9,Julio_Verne,11760
10,Julio_Verne,10030
11,Julio_Verne,11538
12,Julio_Verne,15151
13,Julio_Verne,28835
14,Julio_Verne,36646
15,Julio_Verne,39047
16,Julio_Verne,39993
17,Julio_Verne,39775
18,Julio_Verne,38313
19,Julio_Verne,35449
20,Julio_Verne,35195
21,Julio_Verne,35653
22,Julio_Verne,31844
23,Julio_Verne,27365
0,J%C3%BAlio_Verne,0
1,J%C3%BAlio_Verne,5084
2,J%C3%BAlio_Verne,1875
3,J%C3%BAlio_Verne,20423
4,J%C3%BAlio_Verne,9222
5,J%C3%BAlio_Verne,3841
6,J%C3%BAlio_Verne,1971
7,J%C3%BAlio_Verne,1301
8,J%C3%BAlio_Verne,1767
9,J%C3%BAlio_Verne,4989
10,J%C3%BAlio_Verne,14913
11,J%C3%BAlio_Verne,28859
12,J%C3%BAlio_Verne,32068
13,J%C3%BAlio_Verne,28429
14,J%C3%BAlio_Verne,28547
15,J%C3%BAlio_Verne,26010
16,J%C3%BAlio_Verne,28220
17,J%C3%BAlio_Verne,27442
18,J%C3%BAlio_Verne,23595
19,J%C3%BAlio_Verne,20761
20,J%C3%BAlio_Verne,19053
21,J%C3%BAlio_Verne,17862
22,J%C3%BAlio_Verne,13546
23,J%C3%BAlio_Verne,8125
0,Facebook,246
1,Facebook,561
2,Facebook,552
3,Facebook,628
4,Facebook,855
5,Facebook,1233
6,Facebook,688
7,Facebook,786
8,Facebook,730
9,Facebook,680
10,Facebook,252
11,Facebook,289
12,Facebook,280
13,Facebook,330
14,Facebook,337
15,Facebook,242
16,Facebook,224
17,Facebook,232
18,Facebook,212
19,Facebook,212
20,Facebook,206
21,Facebook,269
22,Facebook,258
23,Facebook,223
0,Gary_Moore,209
1,Gary_Moore,301
2,Gary_Moore,217
3,Gary_Moore,994
4,Gary_Moore,844
5,Gary_Moore,664
6,Gary_Moore,402
7,Gary_Moore,208
8,Gary_Moore,236
9,Gary_Moore,218
10,Gary_Moore,224
11,Gary_Moore,232
12,Gary_Moore,247
13,Gary_Moore,263
14,Gary_Moore,287
15,Gary_Moore,213
16,Gary_Moore,255
17,Gary_Moore,241
18,Gary_Moore,308
19,Gary_Moore,257
20,Gary_Moore,304
21,Gary_Moore,249
22,Gary_Moore,250
23,Gary_Moore,258
0,Wiki,343
1,Wiki,229
2,Wiki,215
3,Wiki,234
4,Wiki,382
5,Wiki,290
6,Wiki,236
7,Wiki,250
8,Wiki,244
9,Wiki,259
10,Wiki,264
11,Wiki,268
12,Wiki,256
13,Wiki,270
14,Wiki,273
15,Wiki,265
16,Wiki,211
17,Wiki,218
18,Wiki,269
19,Wiki,234
20,Wiki,224
21,Wiki,217
22,Wiki,253
23,Wiki,517
0,John_Paul_Getty_III,213
1,John_Paul_Getty_III,423
2,John_Paul_Getty_III,980
3,John_Paul_Getty_III,1083
4,John_Paul_Getty_III,1439
5,John_Paul_Getty_III,1182
6,John_Paul_Getty_III,1491
7,John_Paul_Getty_III,257
8,John_Paul_Getty_III,436
9,John_Paul_Getty_III,652
10,John_Paul_Getty_III,808
11,John_Paul_Getty_III,618
12,John_Paul_Getty_III,616
13,John_Paul_Getty_III,577
14,John_Paul_Getty_III,495
15,John_Paul_Getty_III,265
16,John_Paul_Getty_III,225
17,John_Paul_Getty_III,212
18,John_Paul_Getty_III,14407
19,John_Paul_Getty_III,15484
20,John_Paul_Getty_III,14286
21,John_Paul_Getty_III,13694
22,John_Paul_Getty_III,11881
23,John_Paul_Getty_III,8681
