category,group,measure
0,All,775614
1,All,972805
2,All,4146778
3,All,986390
4,All,837544
5,All,723082
6,All,758092
7,All,868547
8,All,1056300
9,All,916949
10,All,1005945
11,All,894465
12,All,761973
13,All,791804
14,All,909425
15,All,939959
16,All,942215
17,All,1010565
18,All,934209
19,All,864396
20,All,907414
21,All,1174146
22,All,3504268
23,All,1150454
24,All,1183202
25,All,985226
26,All,893495
27,All,970103
28,All,1026781
29,All,1036925
0,Facebook,208962
1,Facebook,220525
2,Facebook,241468
3,Facebook,254412
4,Facebook,262965
5,Facebook,220943
6,Facebook,238767
7,Facebook,283965
8,Facebook,348778
9,Facebook,202825
10,Facebook,218571
11,Facebook,202978
12,Facebook,180175
13,Facebook,186680
14,Facebook,208609
15,Facebook,207749
16,Facebook,216139
17,Facebook,244660
18,Facebook,220089
19,Facebook,206947
20,Facebook,207814
21,Facebook,216023
22,Facebook,238548
23,Facebook,257156
24,Facebook,289128
25,Facebook,219598
26,Facebook,217737
27,Facebook,264312
28,Facebook,223041
29,Facebook,221988
0,Hlavn%C3%AD_strana,133416
1,Hlavn%C3%AD_strana,136211
2,Hlavn%C3%AD_strana,146289
3,Hlavn%C3%AD_strana,143104
4,Hlavn%C3%AD_strana,125036
5,Hlavn%C3%AD_strana,96732
6,Hlavn%C3%AD_strana,94992
7,Hlavn%C3%AD_strana,118863
8,Hlavn%C3%AD_strana,139013
9,Hlavn%C3%AD_strana,146678
10,Hlavn%C3%AD_strana,143981
11,Hlavn%C3%AD_strana,132302
12,Hlavn%C3%AD_strana,101915
13,Hlavn%C3%AD_strana,113948
14,Hlavn%C3%AD_strana,147819
15,Hlavn%C3%AD_strana,147625
16,Hlavn%C3%AD_strana,150273
17,Hlavn%C3%AD_strana,157822
18,Hlavn%C3%AD_strana,143663
19,Hlavn%C3%AD_strana,116643
20,Hlavn%C3%AD_strana,118319
21,Hlavn%C3%AD_strana,151676
22,Hlavn%C3%AD_strana,165915
23,Hlavn%C3%AD_strana,166516
24,Hlavn%C3%AD_strana,165216
25,Hlavn%C3%AD_strana,158025
26,Hlavn%C3%AD_strana,125491
27,Hlavn%C3%AD_strana,124354
28,Hlavn%C3%AD_strana,165123
29,Hlavn%C3%AD_strana,169136
0,Mark_Zuckerberg,67581
1,Mark_Zuckerberg,79451
2,Mark_Zuckerberg,85261
3,Mark_Zuckerberg,82523
4,Mark_Zuckerberg,136255
5,Mark_Zuckerberg,102338
6,Mark_Zuckerberg,72639
7,Mark_Zuckerberg,80530
8,Mark_Zuckerberg,73317
9,Mark_Zuckerberg,92929
10,Mark_Zuckerberg,143294
11,Mark_Zuckerberg,143335
12,Mark_Zuckerberg,82892
13,Mark_Zuckerberg,68774
14,Mark_Zuckerberg,96502
15,Mark_Zuckerberg,104782
16,Mark_Zuckerberg,92032
17,Mark_Zuckerberg,136754
18,Mark_Zuckerberg,152107
19,Mark_Zuckerberg,132896
