category,group,measure
19,Spain,1065
20,Spain,15958
21,Spain,75041
22,Spain,32474
23,Spain,842
0,Hlavn%C3%AD_strana,1389
1,Hlavn%C3%AD_strana,642
2,Hlavn%C3%AD_strana,993
3,Hlavn%C3%AD_strana,273
4,Hlavn%C3%AD_strana,257
5,Hlavn%C3%AD_strana,361
6,Hlavn%C3%AD_strana,1237
7,Hlavn%C3%AD_strana,2566
8,Hlavn%C3%AD_strana,5542
9,Hlavn%C3%AD_strana,6359
10,Hlavn%C3%AD_strana,7147
11,Hlavn%C3%AD_strana,7778
12,Hlavn%C3%AD_strana,6957
13,Hlavn%C3%AD_strana,8422
14,Hlavn%C3%AD_strana,7542
15,Hlavn%C3%AD_strana,7129
16,Hlavn%C3%AD_strana,8619
17,Hlavn%C3%AD_strana,9717
18,Hlavn%C3%AD_strana,10394
19,Hlavn%C3%AD_strana,10469
20,Hlavn%C3%AD_strana,12086
21,Hlavn%C3%AD_strana,8447
22,Hlavn%C3%AD_strana,6014
23,Hlavn%C3%AD_strana,3076
0,Valentine%27s_Day,4807
1,Valentine%27s_Day,4677
2,Valentine%27s_Day,4941
3,Valentine%27s_Day,4844
4,Valentine%27s_Day,4709
5,Valentine%27s_Day,4515
6,Valentine%27s_Day,4180
7,Valentine%27s_Day,3918
8,Valentine%27s_Day,3714
9,Valentine%27s_Day,3589
10,Valentine%27s_Day,3797
11,Valentine%27s_Day,4208
12,Valentine%27s_Day,4537
13,Valentine%27s_Day,4778
14,Valentine%27s_Day,5589
15,Valentine%27s_Day,6264
16,Valentine%27s_Day,6846
17,Valentine%27s_Day,7135
18,Valentine%27s_Day,7330
19,Valentine%27s_Day,7173
20,Valentine%27s_Day,6806
21,Valentine%27s_Day,6594
22,Valentine%27s_Day,6583
23,Valentine%27s_Day,6154
0,Google,550
1,Google,461
2,Google,275
3,Google,493
4,Google,412
5,Google,322
6,Google,207
7,Google,2941
8,Google,231
9,Google,310
10,Google,300
11,Google,258
12,Google,399
13,Google,471
14,Google,549
15,Google,499
16,Google,581
17,Google,648
18,Google,228
19,Google,648
20,Google,552
21,Google,498
22,Google,545
23,Google,580
0,Hosni_Mubarak,206
1,Hosni_Mubarak,1321
2,Hosni_Mubarak,1272
3,Hosni_Mubarak,1167
4,Hosni_Mubarak,1256
5,Hosni_Mubarak,1189
6,Hosni_Mubarak,1058
7,Hosni_Mubarak,935
8,Hosni_Mubarak,957
9,Hosni_Mubarak,867
10,Hosni_Mubarak,853
11,Hosni_Mubarak,846
12,Hosni_Mubarak,906
13,Hosni_Mubarak,995
14,Hosni_Mubarak,1187
15,Hosni_Mubarak,1213
16,Hosni_Mubarak,242
17,Hosni_Mubarak,427
18,Hosni_Mubarak,418
19,Hosni_Mubarak,359
20,Hosni_Mubarak,593
21,Hosni_Mubarak,307
22,Hosni_Mubarak,327
23,Hosni_Mubarak,223
0,,3385
1,,3274
2,,3160
3,,3372
4,,3335
5,,3242
6,,3343
7,,3195
8,,3303
9,,3351
10,,23205
11,,5166
12,,5626
13,,3218
14,,3239
15,,3379
16,,3324
17,,3304
18,,3315
19,,3307
20,,3263
21,,3341
22,,3268
23,,3230
0,Justin_Bieber,243
1,Justin_Bieber,732
2,Justin_Bieber,709
3,Justin_Bieber,610
4,Justin_Bieber,517
5,Justin_Bieber,386
6,Justin_Bieber,257
7,Justin_Bieber,2363
8,Justin_Bieber,1910
9,Justin_Bieber,1458
10,Justin_Bieber,1510
11,Justin_Bieber,1453
12,Justin_Bieber,1694
13,Justin_Bieber,213
14,Justin_Bieber,204
15,Justin_Bieber,217
16,Justin_Bieber,253
17,Justin_Bieber,286
18,Justin_Bieber,296
19,Justin_Bieber,277
20,Justin_Bieber,247
21,Justin_Bieber,237
22,Justin_Bieber,255
23,Justin_Bieber,301
