category,group,measure
0,All,119058
1,All,117712
2,All,125362
3,All,132949
4,All,147992
5,All,159150
6,All,232026
7,All,220559
8,All,210509
9,All,112601
10,All,19118
11,All,20747
12,All,21592
13,All,36490
14,All,24498
15,All,21414
16,All,33489
17,All,54768
18,All,53114
19,All,52313
20,All,50648
21,All,46639
22,All,78146
23,All,207193
0,A_K_Peters%2c_Ltd,93942
1,A_K_Peters%2c_Ltd,90636
2,A_K_Peters%2c_Ltd,91146
3,A_K_Peters%2c_Ltd,94080
4,A_K_Peters%2c_Ltd,92828
5,A_K_Peters%2c_Ltd,94343
6,A_K_Peters%2c_Ltd,164188
7,A_K_Peters%2c_Ltd,190856
8,A_K_Peters%2c_Ltd,188397
9,A_K_Peters%2c_Ltd,92527
10,A_K_Peters%2c_Ltd,0
11,A_K_Peters%2c_Ltd,0
12,A_K_Peters%2c_Ltd,0
13,A_K_Peters%2c_Ltd,0
14,A_K_Peters%2c_Ltd,0
15,A_K_Peters%2c_Ltd,0
16,A_K_Peters%2c_Ltd,0
17,A_K_Peters%2c_Ltd,0
18,A_K_Peters%2c_Ltd,0
19,A_K_Peters%2c_Ltd,0
20,A_K_Peters%2c_Ltd,0
21,A_K_Peters%2c_Ltd,0
22,A_K_Peters%2c_Ltd,29488
23,A_K_Peters%2c_Ltd,162660
0,Gary_Moore,0
1,Gary_Moore,0
2,Gary_Moore,0
3,Gary_Moore,0
4,Gary_Moore,0
5,Gary_Moore,0
6,Gary_Moore,0
7,Gary_Moore,0
8,Gary_Moore,0
9,Gary_Moore,0
10,Gary_Moore,0
11,Gary_Moore,0
12,Gary_Moore,0
13,Gary_Moore,0
14,Gary_Moore,0
15,Gary_Moore,0
16,Gary_Moore,0
17,Gary_Moore,560
18,Gary_Moore,463
19,Gary_Moore,1426
20,Gary_Moore,1679
21,Gary_Moore,1707
22,Gary_Moore,1526
23,Gary_Moore,1111
0,UFC_126,8595
1,UFC_126,13228
2,UFC_126,26095
3,UFC_126,30715
4,UFC_126,41682
5,UFC_126,52697
6,UFC_126,54242
7,UFC_126,19005
8,UFC_126,9873
9,UFC_126,7590
10,UFC_126,6756
11,UFC_126,6362
12,UFC_126,5932
13,UFC_126,6084
14,UFC_126,6612
15,UFC_126,7372
16,UFC_126,7558
17,UFC_126,7701
18,UFC_126,7174
19,UFC_126,7020
20,UFC_126,6389
21,UFC_126,6009
22,UFC_126,5654
23,UFC_126,5200
0,Super_Bowl_XLV,493
1,Super_Bowl_XLV,329
2,Super_Bowl_XLV,348
3,Super_Bowl_XLV,274
4,Super_Bowl_XLV,6593
5,Super_Bowl_XLV,5883
6,Super_Bowl_XLV,5283
7,Super_Bowl_XLV,4492
8,Super_Bowl_XLV,3821
9,Super_Bowl_XLV,219
10,Super_Bowl_XLV,343
11,Super_Bowl_XLV,472
12,Super_Bowl_XLV,669
13,Super_Bowl_XLV,965
14,Super_Bowl_XLV,879
15,Super_Bowl_XLV,1031
16,Super_Bowl_XLV,228
17,Super_Bowl_XLV,211
18,Super_Bowl_XLV,240
19,Super_Bowl_XLV,251
