category,group,measure
24,Ngai.cc,100975
25,Ngai.cc,103223
26,Ngai.cc,100690
27,Ngai.cc,98356
28,Ngai.cc,97830
29,Ngai.cc,96762
0,Paul_C%C3%A9zanne,201
1,Paul_C%C3%A9zanne,0
2,Paul_C%C3%A9zanne,0
3,Paul_C%C3%A9zanne,0
4,Paul_C%C3%A9zanne,0
5,Paul_C%C3%A9zanne,0
6,Paul_C%C3%A9zanne,0
7,Paul_C%C3%A9zanne,214
8,Paul_C%C3%A9zanne,0
9,Paul_C%C3%A9zanne,0
10,Paul_C%C3%A9zanne,0
11,Paul_C%C3%A9zanne,0
12,Paul_C%C3%A9zanne,891
13,Paul_C%C3%A9zanne,2204
14,Paul_C%C3%A9zanne,2606
15,Paul_C%C3%A9zanne,2026
16,Paul_C%C3%A9zanne,413
17,Paul_C%C3%A9zanne,4059
18,Paul_C%C3%A9zanne,210345
19,Paul_C%C3%A9zanne,2482968
20,Paul_C%C3%A9zanne,74779
21,Paul_C%C3%A9zanne,223
22,Paul_C%C3%A9zanne,0
23,Paul_C%C3%A9zanne,0
24,Paul_C%C3%A9zanne,0
25,Paul_C%C3%A9zanne,259
26,Paul_C%C3%A9zanne,0
27,Paul_C%C3%A9zanne,0
28,Paul_C%C3%A9zanne,415
29,Paul_C%C3%A9zanne,0
0,Ana_Sayfa,75143
1,Ana_Sayfa,67686
2,Ana_Sayfa,68431
3,Ana_Sayfa,74679
4,Ana_Sayfa,78514
5,Ana_Sayfa,87526
6,Ana_Sayfa,71479
7,Ana_Sayfa,78473
8,Ana_Sayfa,62962
9,Ana_Sayfa,61779
10,Ana_Sayfa,63834
11,Ana_Sayfa,74215
12,Ana_Sayfa,81264
13,Ana_Sayfa,80421
14,Ana_Sayfa,85664
15,Ana_Sayfa,81412
16,Ana_Sayfa,76627
17,Ana_Sayfa,77254
18,Ana_Sayfa,98952
19,Ana_Sayfa,101972
20,Ana_Sayfa,102526
21,Ana_Sayfa,98536
22,Ana_Sayfa,102769
23,Ana_Sayfa,84166
24,Ana_Sayfa,83591
25,Ana_Sayfa,108977
26,Ana_Sayfa,103451
27,Ana_Sayfa,103612
28,Ana_Sayfa,104149
29,Ana_Sayfa,105546
0,Accueil,83238
1,Accueil,74521
2,Accueil,70696
3,Accueil,79924
4,Accueil,80112
5,Accueil,81797
6,Accueil,83683
7,Accueil,86834
8,Accueil,79325
9,Accueil,75290
10,Accueil,76071
11,Accueil,83402
12,Accueil,87627
13,Accueil,88056
14,Accueil,88461
15,Accueil,79530
16,Accueil,74315
17,Accueil,79092
18,Accueil,80645
19,Accueil,82589
20,Accueil,84145
21,Accueil,92405
22,Accueil,77169
23,Accueil,68159
24,Accueil,79443
25,Accueil,83065
26,Accueil,84023
27,Accueil,83201
28,Accueil,85011
29,Accueil,78546
0,How_I_Met_Your_Mother,56320
1,How_I_Met_Your_Mother,52425
2,How_I_Met_Your_Mother,55888
3,How_I_Met_Your_Mother,54768
4,How_I_Met_Your_Mother,76829
5,How_I_Met_Your_Mother,84995
6,How_I_Met_Your_Mother,75402
7,How_I_Met_Your_Mother,62250
8,How_I_Met_Your_Mother,52493
9,How_I_Met_Your_Mother,52459
10,How_I_Met_Your_Mother,51999
11,How_I_Met_Your_Mother,70606
12,How_I_Met_Your_Mother,91565
13,How_I_Met_Your_Mother,98695
14,How_I_Met_Your_Mother,82382
15,How_I_Met_Your_Mother,76287
16,How_I_Met_Your_Mother,70875
17,How_I_Met_Your_Mother,66889
18,How_I_Met_Your_Mother,87347
19,How_I_Met_Your_Mother,111335
20,How_I_Met_Your_Mother,105171
21,How_I_Met_Your_Mother,81671
22,How_I_Met_Your_Mother,78873
23,How_I_Met_Your_Mother,79039
24,How_I_Met_Your_Mother,77020
25,How_I_Met_Your_Mother,101820
26,How_I_Met_Your_Mother,124843
27,How_I_Met_Your_Mother,124546
28,How_I_Met_Your_Mother,87831
29,How_I_Met_Your_Mother,80944
