category,measure
All,16262179.0
A_K_Peters%2c_Ltd,8610029
Apple_Inc,3433135
The_Venture_Bros,716032
Gary_Moore,691907
Green_Bay_Packers,654184
Super_Bowl_XLV,618035
Super_Bowl,459618
The_Black_Eyed_Peas,397636
List_of_Super_Bowl_champions,341682
Fergie_(singer),339921
