category,group,measure
5,Paul_C%C3%A9zanne,214
6,Paul_C%C3%A9zanne,0
7,Paul_C%C3%A9zanne,0
8,Paul_C%C3%A9zanne,0
9,Paul_C%C3%A9zanne,0
10,Paul_C%C3%A9zanne,891
11,Paul_C%C3%A9zanne,2204
12,Paul_C%C3%A9zanne,2606
13,Paul_C%C3%A9zanne,2026
14,Paul_C%C3%A9zanne,413
15,Paul_C%C3%A9zanne,4059
16,Paul_C%C3%A9zanne,210345
17,Paul_C%C3%A9zanne,2482968
18,Paul_C%C3%A9zanne,74779
19,Paul_C%C3%A9zanne,223
20,Paul_C%C3%A9zanne,0
21,Paul_C%C3%A9zanne,0
22,Paul_C%C3%A9zanne,0
23,Paul_C%C3%A9zanne,259
24,Paul_C%C3%A9zanne,0
25,Paul_C%C3%A9zanne,0
26,Paul_C%C3%A9zanne,415
27,Paul_C%C3%A9zanne,0
28,Paul_C%C3%A9zanne,0
29,Paul_C%C3%A9zanne,0
0,Ana_Sayfa,68431
1,Ana_Sayfa,74679
2,Ana_Sayfa,78514
3,Ana_Sayfa,87526
4,Ana_Sayfa,71479
5,Ana_Sayfa,78473
6,Ana_Sayfa,62962
7,Ana_Sayfa,61779
8,Ana_Sayfa,63834
9,Ana_Sayfa,74215
10,Ana_Sayfa,81264
11,Ana_Sayfa,80421
12,Ana_Sayfa,85664
13,Ana_Sayfa,81412
14,Ana_Sayfa,76627
15,Ana_Sayfa,77254
16,Ana_Sayfa,98952
17,Ana_Sayfa,101972
18,Ana_Sayfa,102526
19,Ana_Sayfa,98536
20,Ana_Sayfa,102769
21,Ana_Sayfa,84166
22,Ana_Sayfa,83591
23,Ana_Sayfa,108977
24,Ana_Sayfa,103451
25,Ana_Sayfa,103612
26,Ana_Sayfa,104149
27,Ana_Sayfa,105546
28,Ana_Sayfa,93517
29,Ana_Sayfa,86320
0,How_I_Met_Your_Mother,55888
1,How_I_Met_Your_Mother,54768
2,How_I_Met_Your_Mother,76829
3,How_I_Met_Your_Mother,84995
4,How_I_Met_Your_Mother,75402
5,How_I_Met_Your_Mother,62250
6,How_I_Met_Your_Mother,52493
7,How_I_Met_Your_Mother,52459
8,How_I_Met_Your_Mother,51999
9,How_I_Met_Your_Mother,70606
10,How_I_Met_Your_Mother,91565
11,How_I_Met_Your_Mother,98695
12,How_I_Met_Your_Mother,82382
13,How_I_Met_Your_Mother,76287
14,How_I_Met_Your_Mother,70875
15,How_I_Met_Your_Mother,66889
16,How_I_Met_Your_Mother,87347
17,How_I_Met_Your_Mother,111335
18,How_I_Met_Your_Mother,105171
19,How_I_Met_Your_Mother,81671
20,How_I_Met_Your_Mother,78873
21,How_I_Met_Your_Mother,79039
22,How_I_Met_Your_Mother,77020
23,How_I_Met_Your_Mother,101820
24,How_I_Met_Your_Mother,124843
25,How_I_Met_Your_Mother,124546
26,How_I_Met_Your_Mother,87831
27,How_I_Met_Your_Mother,80944
28,How_I_Met_Your_Mother,82637
29,How_I_Met_Your_Mother,86150
0,Accueil,70696
1,Accueil,79924
2,Accueil,80112
3,Accueil,81797
4,Accueil,83683
5,Accueil,86834
6,Accueil,79325
7,Accueil,75290
8,Accueil,76071
9,Accueil,83402
10,Accueil,87627
11,Accueil,88056
12,Accueil,88461
13,Accueil,79530
14,Accueil,74315
15,Accueil,79092
16,Accueil,80645
17,Accueil,82589
18,Accueil,84145
19,Accueil,92405
20,Accueil,77169
21,Accueil,68159
22,Accueil,79443
23,Accueil,83065
24,Accueil,84023
25,Accueil,83201
26,Accueil,85011
27,Accueil,78546
28,Accueil,70817
29,Accueil,82789
