category,group,measure
0,All,72063
1,All,79492
2,All,81197
3,All,81176
4,All,91644
5,All,117896
6,All,119831
7,All,205500
8,All,249598
9,All,318109
10,All,361824
11,All,495812
12,All,332519
13,All,2692
14,All,36948
15,All,64219
16,All,72760
17,All,155673
18,All,17677
19,All,995
20,All,912
21,All,239231
22,All,151883
23,All,175058
0,A_K_Peters%2c_Ltd,0
1,A_K_Peters%2c_Ltd,0
2,A_K_Peters%2c_Ltd,0
3,A_K_Peters%2c_Ltd,0
4,A_K_Peters%2c_Ltd,0
5,A_K_Peters%2c_Ltd,0
6,A_K_Peters%2c_Ltd,3722
7,A_K_Peters%2c_Ltd,91887
8,A_K_Peters%2c_Ltd,97202
9,A_K_Peters%2c_Ltd,137931
10,A_K_Peters%2c_Ltd,189894
11,A_K_Peters%2c_Ltd,331929
12,A_K_Peters%2c_Ltd,233099
13,A_K_Peters%2c_Ltd,0
14,A_K_Peters%2c_Ltd,0
15,A_K_Peters%2c_Ltd,0
16,A_K_Peters%2c_Ltd,9423
17,A_K_Peters%2c_Ltd,89748
18,A_K_Peters%2c_Ltd,8276
19,A_K_Peters%2c_Ltd,0
20,A_K_Peters%2c_Ltd,0
21,A_K_Peters%2c_Ltd,36528
22,A_K_Peters%2c_Ltd,93506
23,A_K_Peters%2c_Ltd,93764
0,Acer_Inc,30799
1,Acer_Inc,30822
2,Acer_Inc,31579
3,Acer_Inc,31933
4,Acer_Inc,32010
5,Acer_Inc,32389
6,Acer_Inc,31921
7,Acer_Inc,31843
8,Acer_Inc,64327
9,Acer_Inc,96065
10,Acer_Inc,94748
11,Acer_Inc,96491
12,Acer_Inc,58455
13,Acer_Inc,0
14,Acer_Inc,0
15,Acer_Inc,0
16,Acer_Inc,0
17,Acer_Inc,4341
18,Acer_Inc,2701
19,Acer_Inc,0
20,Acer_Inc,0
21,Acer_Inc,0
22,Acer_Inc,0
23,Acer_Inc,0
0,Washington%2c_D.C,31022
1,Washington%2c_D.C,30866
2,Washington%2c_D.C,31420
3,Washington%2c_D.C,31935
4,Washington%2c_D.C,38590
5,Washington%2c_D.C,64594
6,Washington%2c_D.C,63640
7,Washington%2c_D.C,63793
8,Washington%2c_D.C,64620
9,Washington%2c_D.C,63788
10,Washington%2c_D.C,63426
11,Washington%2c_D.C,64159
12,Washington%2c_D.C,38829
13,Washington%2c_D.C,0
14,Washington%2c_D.C,0
15,Washington%2c_D.C,0
16,Washington%2c_D.C,0
17,Washington%2c_D.C,0
18,Washington%2c_D.C,0
19,Washington%2c_D.C,0
20,Washington%2c_D.C,0
21,Washington%2c_D.C,0
22,Washington%2c_D.C,0
23,Washington%2c_D.C,0
0,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
1,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
2,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
3,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
4,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
5,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
6,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
7,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
8,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
9,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
10,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
11,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
12,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
13,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
14,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
15,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
16,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
17,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
18,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
19,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
20,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,0
21,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,201776
22,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,57639
23,T%C3%BCrkiye%27de_b%C3%BCy%C3%BCk%C5%9Fehir_belediyeleri,1060
0,Metro_Inc,0
1,Metro_Inc,0
2,Metro_Inc,0
3,Metro_Inc,0
4,Metro_Inc,0
5,Metro_Inc,0
6,Metro_Inc,0
7,Metro_Inc,0
8,Metro_Inc,0
9,Metro_Inc,0
10,Metro_Inc,0
11,Metro_Inc,0
12,Metro_Inc,0
13,Metro_Inc,0
14,Metro_Inc,33573
15,Metro_Inc,60235
16,Metro_Inc,62403
17,Metro_Inc,60545
18,Metro_Inc,5561
19,Metro_Inc,0
20,Metro_Inc,0
21,Metro_Inc,0
22,Metro_Inc,0
23,Metro_Inc,0
0,Facebook,201
1,Facebook,347
2,Facebook,729
3,Facebook,512
4,Facebook,541
