category,group,measure
19,George_DeTitta%2c_Jr,87811
20,George_DeTitta%2c_Jr,73175
21,George_DeTitta%2c_Jr,77193
22,George_DeTitta%2c_Jr,5172
23,George_DeTitta%2c_Jr,0
0,Groundhog_Day,9081
1,Groundhog_Day,10173
2,Groundhog_Day,10085
3,Groundhog_Day,9683
4,Groundhog_Day,9261
5,Groundhog_Day,9080
6,Groundhog_Day,7750
7,Groundhog_Day,5786
8,Groundhog_Day,5445
9,Groundhog_Day,227
10,Groundhog_Day,5646
11,Groundhog_Day,206
12,Groundhog_Day,317
13,Groundhog_Day,399
14,Groundhog_Day,395
15,Groundhog_Day,381
16,Groundhog_Day,432
17,Groundhog_Day,408
18,Groundhog_Day,391
19,Groundhog_Day,381
20,Groundhog_Day,325
21,Groundhog_Day,385
22,Groundhog_Day,247
23,Groundhog_Day,223
0,Facebook,257
1,Facebook,217
2,Facebook,933
3,Facebook,221
4,Facebook,1173
5,Facebook,981
6,Facebook,870
7,Facebook,935
8,Facebook,201
9,Facebook,217
10,Facebook,337
11,Facebook,304
12,Facebook,327
13,Facebook,296
14,Facebook,295
15,Facebook,368
16,Facebook,354
17,Facebook,285
18,Facebook,268
19,Facebook,336
20,Facebook,428
21,Facebook,387
22,Facebook,369
23,Facebook,267
0,Defne_Joy_Foster,0
1,Defne_Joy_Foster,0
2,Defne_Joy_Foster,0
3,Defne_Joy_Foster,0
4,Defne_Joy_Foster,0
5,Defne_Joy_Foster,0
6,Defne_Joy_Foster,0
7,Defne_Joy_Foster,6047
8,Defne_Joy_Foster,20549
9,Defne_Joy_Foster,27427
10,Defne_Joy_Foster,19819
11,Defne_Joy_Foster,17730
12,Defne_Joy_Foster,15862
13,Defne_Joy_Foster,14853
14,Defne_Joy_Foster,15776
15,Defne_Joy_Foster,14244
16,Defne_Joy_Foster,14695
17,Defne_Joy_Foster,16093
18,Defne_Joy_Foster,14707
19,Defne_Joy_Foster,10565
20,Defne_Joy_Foster,9081
21,Defne_Joy_Foster,8419
22,Defne_Joy_Foster,9378
23,Defne_Joy_Foster,6634
0,Juventus_F.C,0
1,Juventus_F.C,0
2,Juventus_F.C,0
3,Juventus_F.C,0
4,Juventus_F.C,0
5,Juventus_F.C,0
6,Juventus_F.C,0
7,Juventus_F.C,0
8,Juventus_F.C,0
9,Juventus_F.C,0
10,Juventus_F.C,0
11,Juventus_F.C,0
12,Juventus_F.C,0
13,Juventus_F.C,24901
14,Juventus_F.C,30714
15,Juventus_F.C,30289
16,Juventus_F.C,30265
17,Juventus_F.C,30136
18,Juventus_F.C,30084
19,Juventus_F.C,21455
20,Juventus_F.C,18317
21,Juventus_F.C,19361
22,Juventus_F.C,1373
23,Juventus_F.C,0
0,Chinese_New_Year,4947
1,Chinese_New_Year,5416
2,Chinese_New_Year,5678
3,Chinese_New_Year,6086
4,Chinese_New_Year,6371
5,Chinese_New_Year,6301
6,Chinese_New_Year,5873
7,Chinese_New_Year,5739
8,Chinese_New_Year,5315
9,Chinese_New_Year,6103
10,Chinese_New_Year,6626
11,Chinese_New_Year,6641
12,Chinese_New_Year,7545
13,Chinese_New_Year,7759
14,Chinese_New_Year,9454
15,Chinese_New_Year,10738
16,Chinese_New_Year,12809
17,Chinese_New_Year,14317
18,Chinese_New_Year,12716
19,Chinese_New_Year,11315
20,Chinese_New_Year,10439
21,Chinese_New_Year,9926
22,Chinese_New_Year,10471
23,Chinese_New_Year,10714
0,Hosni_Mubarak,298
1,Hosni_Mubarak,1124
2,Hosni_Mubarak,785
3,Hosni_Mubarak,679
4,Hosni_Mubarak,627
5,Hosni_Mubarak,565
6,Hosni_Mubarak,289
7,Hosni_Mubarak,252
8,Hosni_Mubarak,319
9,Hosni_Mubarak,244
10,Hosni_Mubarak,262
11,Hosni_Mubarak,236
12,Hosni_Mubarak,322
13,Hosni_Mubarak,385
14,Hosni_Mubarak,239
15,Hosni_Mubarak,206
16,Hosni_Mubarak,253
17,Hosni_Mubarak,224
18,Hosni_Mubarak,235
19,Hosni_Mubarak,501
20,Hosni_Mubarak,205
21,Hosni_Mubarak,209
22,Hosni_Mubarak,237
23,Hosni_Mubarak,212
0,Wiki,314
1,Wiki,217
2,Wiki,220
3,Wiki,248
4,Wiki,305
5,Wiki,241
6,Wiki,249
7,Wiki,246
8,Wiki,280
9,Wiki,253
10,Wiki,224
11,Wiki,244
12,Wiki,273
13,Wiki,213
14,Wiki,259
15,Wiki,222
16,Wiki,230
17,Wiki,220
18,Wiki,222
19,Wiki,207
20,Wiki,291
21,Wiki,235
22,Wiki,251
23,Wiki,233
0,Hlavn%C3%AD_strana,1687
1,Hlavn%C3%AD_strana,837
2,Hlavn%C3%AD_strana,496
3,Hlavn%C3%AD_strana,359
4,Hlavn%C3%AD_strana,400
5,Hlavn%C3%AD_strana,483
6,Hlavn%C3%AD_strana,1528
7,Hlavn%C3%AD_strana,2814
8,Hlavn%C3%AD_strana,5323
9,Hlavn%C3%AD_strana,6327
10,Hlavn%C3%AD_strana,7803
11,Hlavn%C3%AD_strana,8240
12,Hlavn%C3%AD_strana,8061
13,Hlavn%C3%AD_strana,7676
14,Hlavn%C3%AD_strana,8556
15,Hlavn%C3%AD_strana,9270
16,Hlavn%C3%AD_strana,9815
17,Hlavn%C3%AD_strana,10734
18,Hlavn%C3%AD_strana,10691
19,Hlavn%C3%AD_strana,11049
20,Hlavn%C3%AD_strana,10126
21,Hlavn%C3%AD_strana,8240
22,Hlavn%C3%AD_strana,5270
23,Hlavn%C3%AD_strana,3228
