category,group,measure
23,Google,113439
24,Google,73959
25,Google,75462
26,Google,88654
27,Google,96370
28,Google,71860
29,Google,69063
0,Ana_Sayfa,87526
1,Ana_Sayfa,71479
2,Ana_Sayfa,78473
3,Ana_Sayfa,62962
4,Ana_Sayfa,61779
5,Ana_Sayfa,63834
6,Ana_Sayfa,74215
7,Ana_Sayfa,81264
8,Ana_Sayfa,80421
9,Ana_Sayfa,85664
10,Ana_Sayfa,81412
11,Ana_Sayfa,76627
12,Ana_Sayfa,77254
13,Ana_Sayfa,98952
14,Ana_Sayfa,101972
15,Ana_Sayfa,102526
16,Ana_Sayfa,98536
17,Ana_Sayfa,102769
18,Ana_Sayfa,84166
19,Ana_Sayfa,83591
20,Ana_Sayfa,108977
21,Ana_Sayfa,103451
22,Ana_Sayfa,103612
23,Ana_Sayfa,104149
24,Ana_Sayfa,105546
25,Ana_Sayfa,93517
26,Ana_Sayfa,86320
27,Ana_Sayfa,115761
28,Ana_Sayfa,112956
29,Ana_Sayfa,111353
0,Paul_C%C3%A9zanne,0
1,Paul_C%C3%A9zanne,0
2,Paul_C%C3%A9zanne,214
3,Paul_C%C3%A9zanne,0
4,Paul_C%C3%A9zanne,0
5,Paul_C%C3%A9zanne,0
6,Paul_C%C3%A9zanne,0
7,Paul_C%C3%A9zanne,891
8,Paul_C%C3%A9zanne,2204
9,Paul_C%C3%A9zanne,2606
10,Paul_C%C3%A9zanne,2026
11,Paul_C%C3%A9zanne,413
12,Paul_C%C3%A9zanne,4059
13,Paul_C%C3%A9zanne,210345
14,Paul_C%C3%A9zanne,2482968
15,Paul_C%C3%A9zanne,74779
16,Paul_C%C3%A9zanne,223
17,Paul_C%C3%A9zanne,0
18,Paul_C%C3%A9zanne,0
19,Paul_C%C3%A9zanne,0
20,Paul_C%C3%A9zanne,259
21,Paul_C%C3%A9zanne,0
22,Paul_C%C3%A9zanne,0
23,Paul_C%C3%A9zanne,415
24,Paul_C%C3%A9zanne,0
25,Paul_C%C3%A9zanne,0
26,Paul_C%C3%A9zanne,0
27,Paul_C%C3%A9zanne,0
28,Paul_C%C3%A9zanne,0
29,Paul_C%C3%A9zanne,0
0,How_I_Met_Your_Mother,84995
1,How_I_Met_Your_Mother,75402
2,How_I_Met_Your_Mother,62250
3,How_I_Met_Your_Mother,52493
4,How_I_Met_Your_Mother,52459
5,How_I_Met_Your_Mother,51999
6,How_I_Met_Your_Mother,70606
7,How_I_Met_Your_Mother,91565
8,How_I_Met_Your_Mother,98695
9,How_I_Met_Your_Mother,82382
10,How_I_Met_Your_Mother,76287
11,How_I_Met_Your_Mother,70875
12,How_I_Met_Your_Mother,66889
13,How_I_Met_Your_Mother,87347
14,How_I_Met_Your_Mother,111335
15,How_I_Met_Your_Mother,105171
16,How_I_Met_Your_Mother,81671
17,How_I_Met_Your_Mother,78873
18,How_I_Met_Your_Mother,79039
19,How_I_Met_Your_Mother,77020
20,How_I_Met_Your_Mother,101820
21,How_I_Met_Your_Mother,124843
22,How_I_Met_Your_Mother,124546
23,How_I_Met_Your_Mother,87831
24,How_I_Met_Your_Mother,80944
25,How_I_Met_Your_Mother,82637
26,How_I_Met_Your_Mother,86150
27,How_I_Met_Your_Mother,93973
28,How_I_Met_Your_Mother,103649
29,How_I_Met_Your_Mother,122522
0,Accueil,81797
1,Accueil,83683
2,Accueil,86834
3,Accueil,79325
4,Accueil,75290
5,Accueil,76071
6,Accueil,83402
7,Accueil,87627
8,Accueil,88056
9,Accueil,88461
10,Accueil,79530
11,Accueil,74315
12,Accueil,79092
13,Accueil,80645
14,Accueil,82589
15,Accueil,84145
16,Accueil,92405
17,Accueil,77169
18,Accueil,68159
19,Accueil,79443
20,Accueil,83065
21,Accueil,84023
22,Accueil,83201
23,Accueil,85011
24,Accueil,78546
25,Accueil,70817
26,Accueil,82789
27,Accueil,87735
28,Accueil,86322
29,Accueil,84542
