category,group,measure
27,Google,106142
28,Google,103610
29,Google,99071
0,Justin_Bieber,142576
1,Justin_Bieber,226228
2,Justin_Bieber,146566
3,Justin_Bieber,120865
4,Justin_Bieber,104077
5,Justin_Bieber,100157
6,Justin_Bieber,101303
7,Justin_Bieber,96498
8,Justin_Bieber,98157
9,Justin_Bieber,85392
10,Justin_Bieber,96543
11,Justin_Bieber,79324
12,Justin_Bieber,71256
13,Justin_Bieber,71977
14,Justin_Bieber,71773
15,Justin_Bieber,83764
16,Justin_Bieber,74564
17,Justin_Bieber,92471
18,Justin_Bieber,64179
19,Justin_Bieber,64150
20,Justin_Bieber,66077
21,Justin_Bieber,65449
22,Justin_Bieber,71100
23,Justin_Bieber,82975
24,Justin_Bieber,82485
25,Justin_Bieber,70116
26,Justin_Bieber,68301
27,Justin_Bieber,71424
28,Justin_Bieber,77222
29,Justin_Bieber,95603
0,Paul_C%C3%A9zanne,450
1,Paul_C%C3%A9zanne,541
2,Paul_C%C3%A9zanne,0
3,Paul_C%C3%A9zanne,235
4,Paul_C%C3%A9zanne,0
5,Paul_C%C3%A9zanne,0
6,Paul_C%C3%A9zanne,0
7,Paul_C%C3%A9zanne,0
8,Paul_C%C3%A9zanne,201
9,Paul_C%C3%A9zanne,0
10,Paul_C%C3%A9zanne,0
11,Paul_C%C3%A9zanne,0
12,Paul_C%C3%A9zanne,0
13,Paul_C%C3%A9zanne,0
14,Paul_C%C3%A9zanne,0
15,Paul_C%C3%A9zanne,214
16,Paul_C%C3%A9zanne,0
17,Paul_C%C3%A9zanne,0
18,Paul_C%C3%A9zanne,0
19,Paul_C%C3%A9zanne,0
20,Paul_C%C3%A9zanne,891
21,Paul_C%C3%A9zanne,2204
22,Paul_C%C3%A9zanne,2606
23,Paul_C%C3%A9zanne,2026
24,Paul_C%C3%A9zanne,413
25,Paul_C%C3%A9zanne,4059
26,Paul_C%C3%A9zanne,210345
27,Paul_C%C3%A9zanne,2482968
28,Paul_C%C3%A9zanne,74779
29,Paul_C%C3%A9zanne,223
0,Accueil,90861
1,Accueil,89600
2,Accueil,76047
3,Accueil,69336
4,Accueil,76816
5,Accueil,75852
6,Accueil,80028
7,Accueil,88672
8,Accueil,83238
9,Accueil,74521
10,Accueil,70696
11,Accueil,79924
12,Accueil,80112
13,Accueil,81797
14,Accueil,83683
15,Accueil,86834
16,Accueil,79325
17,Accueil,75290
18,Accueil,76071
19,Accueil,83402
20,Accueil,87627
21,Accueil,88056
22,Accueil,88461
23,Accueil,79530
24,Accueil,74315
25,Accueil,79092
26,Accueil,80645
27,Accueil,82589
28,Accueil,84145
29,Accueil,92405
0,Ana_Sayfa,90966
1,Ana_Sayfa,88260
2,Ana_Sayfa,74687
3,Ana_Sayfa,69710
4,Ana_Sayfa,80494
5,Ana_Sayfa,79664
6,Ana_Sayfa,78111
7,Ana_Sayfa,83838
8,Ana_Sayfa,75143
9,Ana_Sayfa,67686
10,Ana_Sayfa,68431
11,Ana_Sayfa,74679
12,Ana_Sayfa,78514
13,Ana_Sayfa,87526
14,Ana_Sayfa,71479
15,Ana_Sayfa,78473
16,Ana_Sayfa,62962
17,Ana_Sayfa,61779
18,Ana_Sayfa,63834
19,Ana_Sayfa,74215
20,Ana_Sayfa,81264
21,Ana_Sayfa,80421
22,Ana_Sayfa,85664
23,Ana_Sayfa,81412
24,Ana_Sayfa,76627
25,Ana_Sayfa,77254
26,Ana_Sayfa,98952
27,Ana_Sayfa,101972
28,Ana_Sayfa,102526
29,Ana_Sayfa,98536
