category,group,measure
3,Valentine%27s_Day,151847
4,Valentine%27s_Day,127688
5,Valentine%27s_Day,111088
6,Valentine%27s_Day,100484
7,Valentine%27s_Day,81724
8,Valentine%27s_Day,51699
9,Valentine%27s_Day,43396
10,Valentine%27s_Day,52300
11,Valentine%27s_Day,53622
12,Valentine%27s_Day,50257
13,Valentine%27s_Day,50292
14,Valentine%27s_Day,44863
15,Valentine%27s_Day,27266
16,Valentine%27s_Day,21505
17,Valentine%27s_Day,24850
18,Valentine%27s_Day,28974
19,Valentine%27s_Day,34865
20,Valentine%27s_Day,36081
21,Valentine%27s_Day,43158
22,Valentine%27s_Day,28783
23,Valentine%27s_Day,23027
24,Valentine%27s_Day,28382
25,Valentine%27s_Day,30251
26,Valentine%27s_Day,30882
27,Valentine%27s_Day,30597
28,Valentine%27s_Day,27052
29,Valentine%27s_Day,20931
0,Google,133407
1,Google,94137
2,Google,89061
3,Google,113786
4,Google,119975
5,Google,126592
6,Google,145936
7,Google,119604
8,Google,97143
9,Google,94439
10,Google,107161
11,Google,112088
12,Google,107929
13,Google,101797
14,Google,110718
15,Google,85670
16,Google,84332
17,Google,88992
18,Google,97287
19,Google,102829
20,Google,95853
21,Google,92773
22,Google,83768
23,Google,83413
24,Google,120448
25,Google,109587
26,Google,106142
27,Google,103610
28,Google,99071
29,Google,89036
0,Paul_C%C3%A9zanne,541
1,Paul_C%C3%A9zanne,0
2,Paul_C%C3%A9zanne,235
3,Paul_C%C3%A9zanne,0
4,Paul_C%C3%A9zanne,0
5,Paul_C%C3%A9zanne,0
6,Paul_C%C3%A9zanne,0
7,Paul_C%C3%A9zanne,201
8,Paul_C%C3%A9zanne,0
9,Paul_C%C3%A9zanne,0
10,Paul_C%C3%A9zanne,0
11,Paul_C%C3%A9zanne,0
12,Paul_C%C3%A9zanne,0
13,Paul_C%C3%A9zanne,0
14,Paul_C%C3%A9zanne,214
15,Paul_C%C3%A9zanne,0
16,Paul_C%C3%A9zanne,0
17,Paul_C%C3%A9zanne,0
18,Paul_C%C3%A9zanne,0
19,Paul_C%C3%A9zanne,891
20,Paul_C%C3%A9zanne,2204
21,Paul_C%C3%A9zanne,2606
22,Paul_C%C3%A9zanne,2026
23,Paul_C%C3%A9zanne,413
24,Paul_C%C3%A9zanne,4059
25,Paul_C%C3%A9zanne,210345
26,Paul_C%C3%A9zanne,2482968
27,Paul_C%C3%A9zanne,74779
28,Paul_C%C3%A9zanne,223
29,Paul_C%C3%A9zanne,0
0,Justin_Bieber,226228
1,Justin_Bieber,146566
2,Justin_Bieber,120865
3,Justin_Bieber,104077
4,Justin_Bieber,100157
5,Justin_Bieber,101303
6,Justin_Bieber,96498
7,Justin_Bieber,98157
8,Justin_Bieber,85392
9,Justin_Bieber,96543
10,Justin_Bieber,79324
11,Justin_Bieber,71256
12,Justin_Bieber,71977
13,Justin_Bieber,71773
14,Justin_Bieber,83764
15,Justin_Bieber,74564
16,Justin_Bieber,92471
17,Justin_Bieber,64179
18,Justin_Bieber,64150
19,Justin_Bieber,66077
20,Justin_Bieber,65449
21,Justin_Bieber,71100
22,Justin_Bieber,82975
23,Justin_Bieber,82485
24,Justin_Bieber,70116
25,Justin_Bieber,68301
26,Justin_Bieber,71424
27,Justin_Bieber,77222
28,Justin_Bieber,95603
29,Justin_Bieber,84654
0,Accueil,89600
1,Accueil,76047
2,Accueil,69336
3,Accueil,76816
4,Accueil,75852
5,Accueil,80028
6,Accueil,88672
7,Accueil,83238
8,Accueil,74521
9,Accueil,70696
10,Accueil,79924
11,Accueil,80112
12,Accueil,81797
13,Accueil,83683
14,Accueil,86834
15,Accueil,79325
16,Accueil,75290
17,Accueil,76071
18,Accueil,83402
19,Accueil,87627
20,Accueil,88056
21,Accueil,88461
22,Accueil,79530
23,Accueil,74315
24,Accueil,79092
25,Accueil,80645
26,Accueil,82589
27,Accueil,84145
28,Accueil,92405
29,Accueil,77169
0,Ana_Sayfa,88260
1,Ana_Sayfa,74687
2,Ana_Sayfa,69710
3,Ana_Sayfa,80494
4,Ana_Sayfa,79664
5,Ana_Sayfa,78111
6,Ana_Sayfa,83838
7,Ana_Sayfa,75143
8,Ana_Sayfa,67686
9,Ana_Sayfa,68431
10,Ana_Sayfa,74679
11,Ana_Sayfa,78514
12,Ana_Sayfa,87526
13,Ana_Sayfa,71479
14,Ana_Sayfa,78473
15,Ana_Sayfa,62962
16,Ana_Sayfa,61779
17,Ana_Sayfa,63834
18,Ana_Sayfa,74215
19,Ana_Sayfa,81264
20,Ana_Sayfa,80421
21,Ana_Sayfa,85664
22,Ana_Sayfa,81412
23,Ana_Sayfa,76627
24,Ana_Sayfa,77254
25,Ana_Sayfa,98952
26,Ana_Sayfa,101972
27,Ana_Sayfa,102526
28,Ana_Sayfa,98536
29,Ana_Sayfa,102769
