category,group,measure
14,Esperanza_Spalding,469
15,Esperanza_Spalding,457
16,Esperanza_Spalding,478
17,Esperanza_Spalding,320
18,Esperanza_Spalding,369
19,Esperanza_Spalding,308
20,Esperanza_Spalding,306
21,Esperanza_Spalding,469
22,Esperanza_Spalding,547
23,Esperanza_Spalding,484
0,Washington%2c_D.C,30804
1,Washington%2c_D.C,30389
2,Washington%2c_D.C,30246
3,Washington%2c_D.C,30563
4,Washington%2c_D.C,30268
5,Washington%2c_D.C,30530
6,Washington%2c_D.C,31089
7,Washington%2c_D.C,31157
8,Washington%2c_D.C,31266
9,Washington%2c_D.C,31226
10,Washington%2c_D.C,31062
11,Washington%2c_D.C,4588
12,Washington%2c_D.C,0
13,Washington%2c_D.C,25659
14,Washington%2c_D.C,2859
15,Washington%2c_D.C,0
16,Washington%2c_D.C,0
17,Washington%2c_D.C,0
18,Washington%2c_D.C,0
19,Washington%2c_D.C,0
20,Washington%2c_D.C,0
21,Washington%2c_D.C,0
22,Washington%2c_D.C,0
23,Washington%2c_D.C,0
0,D%C3%ADa_de_San_Valent%C3%ADn,14009
1,D%C3%ADa_de_San_Valent%C3%ADn,11262
2,D%C3%ADa_de_San_Valent%C3%ADn,11184
3,D%C3%ADa_de_San_Valent%C3%ADn,10304
4,D%C3%ADa_de_San_Valent%C3%ADn,12637
5,D%C3%ADa_de_San_Valent%C3%ADn,9232
6,D%C3%ADa_de_San_Valent%C3%ADn,6817
7,D%C3%ADa_de_San_Valent%C3%ADn,8193
8,D%C3%ADa_de_San_Valent%C3%ADn,5467
9,D%C3%ADa_de_San_Valent%C3%ADn,6061
10,D%C3%ADa_de_San_Valent%C3%ADn,6193
11,D%C3%ADa_de_San_Valent%C3%ADn,6828
12,D%C3%ADa_de_San_Valent%C3%ADn,10063
13,D%C3%ADa_de_San_Valent%C3%ADn,14317
14,D%C3%ADa_de_San_Valent%C3%ADn,17924
15,D%C3%ADa_de_San_Valent%C3%ADn,22825
16,D%C3%ADa_de_San_Valent%C3%ADn,25082
17,D%C3%ADa_de_San_Valent%C3%ADn,24145
18,D%C3%ADa_de_San_Valent%C3%ADn,21906
19,D%C3%ADa_de_San_Valent%C3%ADn,20859
20,D%C3%ADa_de_San_Valent%C3%ADn,20841
21,D%C3%ADa_de_San_Valent%C3%ADn,19744
22,D%C3%ADa_de_San_Valent%C3%ADn,19043
23,D%C3%ADa_de_San_Valent%C3%ADn,19192
0,Welcome_to_the_N.H.K,30803
1,Welcome_to_the_N.H.K,30715
2,Welcome_to_the_N.H.K,30334
3,Welcome_to_the_N.H.K,30425
4,Welcome_to_the_N.H.K,30276
5,Welcome_to_the_N.H.K,30628
6,Welcome_to_the_N.H.K,31183
7,Welcome_to_the_N.H.K,31157
8,Welcome_to_the_N.H.K,31255
9,Welcome_to_the_N.H.K,31110
10,Welcome_to_the_N.H.K,30908
11,Welcome_to_the_N.H.K,4568
12,Welcome_to_the_N.H.K,0
13,Welcome_to_the_N.H.K,0
14,Welcome_to_the_N.H.K,0
15,Welcome_to_the_N.H.K,0
16,Welcome_to_the_N.H.K,0
17,Welcome_to_the_N.H.K,0
18,Welcome_to_the_N.H.K,0
19,Welcome_to_the_N.H.K,0
20,Welcome_to_the_N.H.K,0
21,Welcome_to_the_N.H.K,0
22,Welcome_to_the_N.H.K,0
23,Welcome_to_the_N.H.K,0
0,Rangers_F.C,30766
1,Rangers_F.C,30482
2,Rangers_F.C,30335
3,Rangers_F.C,30283
4,Rangers_F.C,30104
5,Rangers_F.C,30533
6,Rangers_F.C,31041
7,Rangers_F.C,31116
8,Rangers_F.C,31217
9,Rangers_F.C,30993
10,Rangers_F.C,30755
11,Rangers_F.C,4571
12,Rangers_F.C,0
13,Rangers_F.C,0
14,Rangers_F.C,0
15,Rangers_F.C,0
16,Rangers_F.C,0
17,Rangers_F.C,0
18,Rangers_F.C,0
19,Rangers_F.C,0
20,Rangers_F.C,0
21,Rangers_F.C,0
22,Rangers_F.C,0
23,Rangers_F.C,0
0,Saint_Valentine,4429
1,Saint_Valentine,5141
2,Saint_Valentine,5027
3,Saint_Valentine,4752
4,Saint_Valentine,5102
5,Saint_Valentine,5237
6,Saint_Valentine,6654
7,Saint_Valentine,6062
8,Saint_Valentine,5869
9,Saint_Valentine,6563
10,Saint_Valentine,6940
11,Saint_Valentine,7069
12,Saint_Valentine,8505
13,Saint_Valentine,16747
14,Saint_Valentine,26978
15,Saint_Valentine,27738
16,Saint_Valentine,27926
17,Saint_Valentine,22635
18,Saint_Valentine,20048
19,Saint_Valentine,19905
20,Saint_Valentine,16706
21,Saint_Valentine,15761
22,Saint_Valentine,14086
23,Saint_Valentine,12331
