category,group,measure
0,All,861866
1,All,875771
2,All,1073775
3,All,4242345
4,All,1082656
5,All,919270
6,All,814612
7,All,828060
8,All,912417
9,All,997390
10,All,854455
11,All,953723
12,All,848560
13,All,742343
14,All,740580
15,All,852829
16,All,886810
17,All,885389
18,All,969329
19,All,920444
20,All,842963
21,All,871394
22,All,1142120
23,All,3468485
24,All,1125402
25,All,1181552
26,All,973322
27,All,877580
28,All,949127
29,All,996267
0,Facebook,224060
1,Facebook,208962
2,Facebook,220525
3,Facebook,241468
4,Facebook,254412
5,Facebook,262965
6,Facebook,220943
7,Facebook,238767
8,Facebook,283965
9,Facebook,348778
10,Facebook,202825
11,Facebook,218571
12,Facebook,202978
13,Facebook,180175
14,Facebook,186680
15,Facebook,208609
16,Facebook,207749
17,Facebook,216139
18,Facebook,244660
19,Facebook,220089
20,Facebook,206947
21,Facebook,207814
22,Facebook,216023
23,Facebook,238548
24,Facebook,257156
25,Facebook,289128
26,Facebook,219598
27,Facebook,217737
28,Facebook,264312
29,Facebook,223041
0,Hlavn%C3%AD_strana,109949
1,Hlavn%C3%AD_strana,133416
2,Hlavn%C3%AD_strana,136211
3,Hlavn%C3%AD_strana,146289
4,Hlavn%C3%AD_strana,143104
5,Hlavn%C3%AD_strana,125036
6,Hlavn%C3%AD_strana,96732
7,Hlavn%C3%AD_strana,94992
8,Hlavn%C3%AD_strana,118863
9,Hlavn%C3%AD_strana,139013
10,Hlavn%C3%AD_strana,146678
11,Hlavn%C3%AD_strana,143981
12,Hlavn%C3%AD_strana,132302
13,Hlavn%C3%AD_strana,101915
14,Hlavn%C3%AD_strana,113948
15,Hlavn%C3%AD_strana,147819
16,Hlavn%C3%AD_strana,147625
17,Hlavn%C3%AD_strana,150273
18,Hlavn%C3%AD_strana,157822
19,Hlavn%C3%AD_strana,143663
20,Hlavn%C3%AD_strana,116643
21,Hlavn%C3%AD_strana,118319
22,Hlavn%C3%AD_strana,151676
23,Hlavn%C3%AD_strana,165915
24,Hlavn%C3%AD_strana,166516
25,Hlavn%C3%AD_strana,165216
26,Hlavn%C3%AD_strana,158025
27,Hlavn%C3%AD_strana,125491
28,Hlavn%C3%AD_strana,124354
29,Hlavn%C3%AD_strana,165123
0,Mark_Zuckerberg,63200
1,Mark_Zuckerberg,67581
2,Mark_Zuckerberg,79451
3,Mark_Zuckerberg,85261
4,Mark_Zuckerberg,82523
5,Mark_Zuckerberg,136255
6,Mark_Zuckerberg,102338
7,Mark_Zuckerberg,72639
8,Mark_Zuckerberg,80530
9,Mark_Zuckerberg,73317
10,Mark_Zuckerberg,92929
11,Mark_Zuckerberg,143294
12,Mark_Zuckerberg,143335
13,Mark_Zuckerberg,82892
14,Mark_Zuckerberg,68774
15,Mark_Zuckerberg,96502
16,Mark_Zuckerberg,104782
17,Mark_Zuckerberg,92032
18,Mark_Zuckerberg,136754
19,Mark_Zuckerberg,152107
20,Mark_Zuckerberg,132896
21,Mark_Zuckerberg,109455
22,Mark_Zuckerberg,116529
23,Mark_Zuckerberg,132660
24,Mark_Zuckerberg,178783
25,Mark_Zuckerberg,260723
26,Mark_Zuckerberg,175401
27,Mark_Zuckerberg,153503
28,Mark_Zuckerberg,134717
29,Mark_Zuckerberg,147235
0,Jules_Verne,7925
1,Jules_Verne,9806
2,Jules_Verne,162900
3,Jules_Verne,3268017
4,Jules_Verne,119219
5,Jules_Verne,0
6,Jules_Verne,0
7,Jules_Verne,0
8,Jules_Verne,0
9,Jules_Verne,0
10,Jules_Verne,0
11,Jules_Verne,0
12,Jules_Verne,0
13,Jules_Verne,0
14,Jules_Verne,0
15,Jules_Verne,0
16,Jules_Verne,286
17,Jules_Verne,7473
18,Jules_Verne,0
19,Jules_Verne,0
20,Jules_Verne,0
21,Jules_Verne,0
22,Jules_Verne,0
23,Jules_Verne,0
24,Jules_Verne,0
25,Jules_Verne,0
26,Jules_Verne,0
27,Jules_Verne,0
28,Jules_Verne,218
29,Jules_Verne,0
0,Google,113786
1,Google,119975
2,Google,126592
3,Google,145936
4,Google,119604
5,Google,97143
6,Google,94439
7,Google,107161
8,Google,112088
9,Google,107929
10,Google,101797
11,Google,110718
12,Google,85670
13,Google,84332
14,Google,88992
15,Google,97287
16,Google,102829
17,Google,95853
18,Google,92773
19,Google,83768
20,Google,83413
21,Google,120448
22,Google,109587
23,Google,106142
24,Google,103610
25,Google,99071
26,Google,89036
27,Google,81081
28,Google,103890
29,Google,107763
0,Paul_C%C3%A9zanne,0
1,Paul_C%C3%A9zanne,0
2,Paul_C%C3%A9zanne,0
3,Paul_C%C3%A9zanne,0
4,Paul_C%C3%A9zanne,201
5,Paul_C%C3%A9zanne,0
6,Paul_C%C3%A9zanne,0
7,Paul_C%C3%A9zanne,0
8,Paul_C%C3%A9zanne,0
9,Paul_C%C3%A9zanne,0
10,Paul_C%C3%A9zanne,0
11,Paul_C%C3%A9zanne,214
12,Paul_C%C3%A9zanne,0
13,Paul_C%C3%A9zanne,0
14,Paul_C%C3%A9zanne,0
15,Paul_C%C3%A9zanne,0
16,Paul_C%C3%A9zanne,891
17,Paul_C%C3%A9zanne,2204
18,Paul_C%C3%A9zanne,2606
19,Paul_C%C3%A9zanne,2026
20,Paul_C%C3%A9zanne,413
21,Paul_C%C3%A9zanne,4059
22,Paul_C%C3%A9zanne,210345
23,Paul_C%C3%A9zanne,2482968
24,Paul_C%C3%A9zanne,74779
25,Paul_C%C3%A9zanne,223
26,Paul_C%C3%A9zanne,0
27,Paul_C%C3%A9zanne,0
28,Paul_C%C3%A9zanne,0
29,Paul_C%C3%A9zanne,259
0,Ana_Sayfa,80494
1,Ana_Sayfa,79664
2,Ana_Sayfa,78111
3,Ana_Sayfa,83838
4,Ana_Sayfa,75143
5,Ana_Sayfa,67686
6,Ana_Sayfa,68431
7,Ana_Sayfa,74679
8,Ana_Sayfa,78514
9,Ana_Sayfa,87526
10,Ana_Sayfa,71479
11,Ana_Sayfa,78473
12,Ana_Sayfa,62962
13,Ana_Sayfa,61779
14,Ana_Sayfa,63834
15,Ana_Sayfa,74215
16,Ana_Sayfa,81264
17,Ana_Sayfa,80421
18,Ana_Sayfa,85664
19,Ana_Sayfa,81412
20,Ana_Sayfa,76627
21,Ana_Sayfa,77254
22,Ana_Sayfa,98952
23,Ana_Sayfa,101972
24,Ana_Sayfa,102526
25,Ana_Sayfa,98536
26,Ana_Sayfa,102769
27,Ana_Sayfa,84166
28,Ana_Sayfa,83591
29,Ana_Sayfa,108977
0,United_States,81559
1,United_States,80358
2,United_States,88654
3,United_States,86366
4,United_States,107055
5,United_States,70272
6,United_States,64490
7,United_States,80574
