category,group,measure
19,Egypt,209
20,Egypt,13806
21,Egypt,13173
22,Egypt,10742
23,Egypt,10930
0,Valentine%27s_Day,5716
1,Valentine%27s_Day,5505
2,Valentine%27s_Day,5502
3,Valentine%27s_Day,5551
4,Valentine%27s_Day,5370
5,Valentine%27s_Day,5059
6,Valentine%27s_Day,4758
7,Valentine%27s_Day,4688
8,Valentine%27s_Day,4600
9,Valentine%27s_Day,4679
10,Valentine%27s_Day,5035
11,Valentine%27s_Day,5174
12,Valentine%27s_Day,5571
13,Valentine%27s_Day,6129
14,Valentine%27s_Day,6916
15,Valentine%27s_Day,8114
16,Valentine%27s_Day,8617
17,Valentine%27s_Day,8644
18,Valentine%27s_Day,8645
19,Valentine%27s_Day,8279
20,Valentine%27s_Day,8061
21,Valentine%27s_Day,7411
22,Valentine%27s_Day,7352
23,Valentine%27s_Day,6471
0,_First_Class_(film),8793
1,_First_Class_(film),9064
2,_First_Class_(film),9840
3,_First_Class_(film),11011
4,_First_Class_(film),9043
5,_First_Class_(film),7642
6,_First_Class_(film),6556
7,_First_Class_(film),5573
8,_First_Class_(film),4520
9,_First_Class_(film),3553
10,_First_Class_(film),3201
11,_First_Class_(film),2918
12,_First_Class_(film),2591
13,_First_Class_(film),3072
14,_First_Class_(film),4297
15,_First_Class_(film),5454
16,_First_Class_(film),7136
17,_First_Class_(film),7156
18,_First_Class_(film),6731
19,_First_Class_(film),6610
20,_First_Class_(film),6251
21,_First_Class_(film),6122
22,_First_Class_(film),6594
23,_First_Class_(film),6427
