category,group,measure
0,All,22044
1,All,25083
2,All,25803
3,All,54516
4,All,86284
5,All,85369
6,All,88977
7,All,105113
8,All,173754
9,All,172291
10,All,178216
11,All,176191
12,All,173952
13,All,162994
14,All,148365
15,All,144711
16,All,149122
17,All,148883
18,All,147792
19,All,117661
20,All,205881
21,All,43650
22,All,53548
23,All,116163
0,A_K_Peters%2c_Ltd,0
1,A_K_Peters%2c_Ltd,0
2,A_K_Peters%2c_Ltd,0
3,A_K_Peters%2c_Ltd,28098
4,A_K_Peters%2c_Ltd,61697
5,A_K_Peters%2c_Ltd,62566
6,A_K_Peters%2c_Ltd,63203
7,A_K_Peters%2c_Ltd,88969
8,A_K_Peters%2c_Ltd,158692
9,A_K_Peters%2c_Ltd,158659
10,A_K_Peters%2c_Ltd,155889
11,A_K_Peters%2c_Ltd,156352
12,A_K_Peters%2c_Ltd,153632
13,A_K_Peters%2c_Ltd,140461
14,A_K_Peters%2c_Ltd,122351
15,A_K_Peters%2c_Ltd,120081
16,A_K_Peters%2c_Ltd,118528
17,A_K_Peters%2c_Ltd,103996
18,A_K_Peters%2c_Ltd,102272
19,A_K_Peters%2c_Ltd,91813
20,A_K_Peters%2c_Ltd,0
21,A_K_Peters%2c_Ltd,0
22,A_K_Peters%2c_Ltd,23811
23,A_K_Peters%2c_Ltd,87860
0,Thomas_Edison,444
1,Thomas_Edison,1960
2,Thomas_Edison,3091
3,Thomas_Edison,2522
4,Thomas_Edison,2399
5,Thomas_Edison,2183
6,Thomas_Edison,1986
7,Thomas_Edison,2262
8,Thomas_Edison,2181
9,Thomas_Edison,1851
10,Thomas_Edison,1948
11,Thomas_Edison,1755
12,Thomas_Edison,1473
13,Thomas_Edison,1887
14,Thomas_Edison,2252
15,Thomas_Edison,1881
16,Thomas_Edison,1146
17,Thomas_Edison,610
18,Thomas_Edison,2449
19,Thomas_Edison,2183
20,Thomas_Edison,2246
21,Thomas_Edison,1799
22,Thomas_Edison,1859
23,Thomas_Edison,486
0,Thomas_Alva_Edison,236
1,Thomas_Alva_Edison,871
2,Thomas_Alva_Edison,392
3,Thomas_Alva_Edison,226
4,Thomas_Alva_Edison,467
5,Thomas_Alva_Edison,252
6,Thomas_Alva_Edison,219
7,Thomas_Alva_Edison,561
8,Thomas_Alva_Edison,609
9,Thomas_Alva_Edison,567
10,Thomas_Alva_Edison,571
11,Thomas_Alva_Edison,484
12,Thomas_Alva_Edison,488
13,Thomas_Alva_Edison,454
14,Thomas_Alva_Edison,542
15,Thomas_Alva_Edison,471
16,Thomas_Alva_Edison,392
17,Thomas_Alva_Edison,373
18,Thomas_Alva_Edison,413
19,Thomas_Alva_Edison,391
20,Thomas_Alva_Edison,345
21,Thomas_Alva_Edison,291
22,Thomas_Alva_Edison,251
23,Thomas_Alva_Edison,1297
0,Hosni_Mubarak,858
1,Hosni_Mubarak,685
2,Hosni_Mubarak,546
3,Hosni_Mubarak,493
4,Hosni_Mubarak,416
5,Hosni_Mubarak,473
6,Hosni_Mubarak,205
7,Hosni_Mubarak,227
8,Hosni_Mubarak,301
9,Hosni_Mubarak,280
10,Hosni_Mubarak,238
11,Hosni_Mubarak,355
12,Hosni_Mubarak,333
13,Hosni_Mubarak,308
14,Hosni_Mubarak,316
15,Hosni_Mubarak,286
16,Hosni_Mubarak,234
17,Hosni_Mubarak,455
18,Hosni_Mubarak,404
19,Hosni_Mubarak,424
20,Hosni_Mubarak,748
21,Hosni_Mubarak,251
22,Hosni_Mubarak,235
23,Hosni_Mubarak,549
0,Facebook,348
1,Facebook,391
2,Facebook,482
3,Facebook,493
4,Facebook,478
5,Facebook,529
6,Facebook,541
7,Facebook,202
8,Facebook,227
9,Facebook,229
10,Facebook,286
11,Facebook,253
12,Facebook,318
13,Facebook,314
14,Facebook,319
15,Facebook,286
16,Facebook,263
17,Facebook,274
18,Facebook,288
19,Facebook,303
20,Facebook,298
21,Facebook,311
22,Facebook,307
23,Facebook,921
0,Vollkommene_Zahl,0
1,Vollkommene_Zahl,0
2,Vollkommene_Zahl,0
3,Vollkommene_Zahl,0
4,Vollkommene_Zahl,0
5,Vollkommene_Zahl,0
6,Vollkommene_Zahl,0
7,Vollkommene_Zahl,0
8,Vollkommene_Zahl,0
9,Vollkommene_Zahl,0
10,Vollkommene_Zahl,0
11,Vollkommene_Zahl,0
12,Vollkommene_Zahl,0
13,Vollkommene_Zahl,0
14,Vollkommene_Zahl,0
15,Vollkommene_Zahl,0
16,Vollkommene_Zahl,0
17,Vollkommene_Zahl,0
18,Vollkommene_Zahl,0
19,Vollkommene_Zahl,0
20,Vollkommene_Zahl,166512
21,Vollkommene_Zahl,6439
22,Vollkommene_Zahl,1900
23,Vollkommene_Zahl,898
0,"Thomas_Edison,_1878.jpg",340
1,"Thomas_Edison,_1878.jpg",1888
2,"Thomas_Edison,_1878.jpg",2002
3,"Thomas_Edison,_1878.jpg",2386
4,"Thomas_Edison,_1878.jpg",2713
5,"Thomas_Edison,_1878.jpg",3318
6,"Thomas_Edison,_1878.jpg",8831
7,"Thomas_Edison,_1878.jpg",272
8,"Thomas_Edison,_1878.jpg",468
9,"Thomas_Edison,_1878.jpg",392
10,"Thomas_Edison,_1878.jpg",8899
11,"Thomas_Edison,_1878.jpg",6837
12,"Thomas_Edison,_1878.jpg",7144
13,"Thomas_Edison,_1878.jpg",7495
14,"Thomas_Edison,_1878.jpg",7882
15,"Thomas_Edison,_1878.jpg",7819
16,"Thomas_Edison,_1878.jpg",7852
17,"Thomas_Edison,_1878.jpg",8607
18,"Thomas_Edison,_1878.jpg",8010
19,"Thomas_Edison,_1878.jpg",7449
20,"Thomas_Edison,_1878.jpg",7614
21,"Thomas_Edison,_1878.jpg",7853
22,"Thomas_Edison,_1878.jpg",497
23,"Thomas_Edison,_1878.jpg",324
0,Egypt,5309
1,Egypt,4719
2,Egypt,3948
3,Egypt,3736
4,Egypt,3701
5,Egypt,3347
6,Egypt,2678
7,Egypt,2359
8,Egypt,2156
9,Egypt,2081
10,Egypt,2149
11,Egypt,2063
12,Egypt,2402
13,Egypt,2874
14,Egypt,3490
15,Egypt,319
16,Egypt,4954
17,Egypt,18768
18,Egypt,18580
