category,group,measure
1,Wiki,206
2,Wiki,240
3,Wiki,243
4,Wiki,246
5,Wiki,232
6,Wiki,261
7,Wiki,264
8,Wiki,270
9,Wiki,271
10,Wiki,256
11,Wiki,300
12,Wiki,306
13,Wiki,285
14,Wiki,230
15,Wiki,224
16,Wiki,291
17,Wiki,214
18,Wiki,223
19,Wiki,216
20,Wiki,242
21,Wiki,224
22,Wiki,254
23,Wiki,239
0,Hlavn%C3%AD_strana,1596
1,Hlavn%C3%AD_strana,794
2,Hlavn%C3%AD_strana,486
3,Hlavn%C3%AD_strana,279
4,Hlavn%C3%AD_strana,344
5,Hlavn%C3%AD_strana,458
6,Hlavn%C3%AD_strana,1236
7,Hlavn%C3%AD_strana,2476
8,Hlavn%C3%AD_strana,6025
9,Hlavn%C3%AD_strana,6409
10,Hlavn%C3%AD_strana,7805
11,Hlavn%C3%AD_strana,7700
12,Hlavn%C3%AD_strana,8222
13,Hlavn%C3%AD_strana,8769
14,Hlavn%C3%AD_strana,9253
15,Hlavn%C3%AD_strana,9614
16,Hlavn%C3%AD_strana,10851
17,Hlavn%C3%AD_strana,11577
18,Hlavn%C3%AD_strana,11662
19,Hlavn%C3%AD_strana,11710
20,Hlavn%C3%AD_strana,11296
21,Hlavn%C3%AD_strana,9270
22,Hlavn%C3%AD_strana,5512
23,Hlavn%C3%AD_strana,3334
0,Ngai.cc,3763
1,Ngai.cc,3872
2,Ngai.cc,4239
3,Ngai.cc,4481
4,Ngai.cc,5355
5,Ngai.cc,5466
6,Ngai.cc,5431
7,Ngai.cc,6095
8,Ngai.cc,5860
9,Ngai.cc,6034
10,Ngai.cc,6145
11,Ngai.cc,6464
12,Ngai.cc,6135
13,Ngai.cc,7335
14,Ngai.cc,7239
15,Ngai.cc,7194
16,Ngai.cc,6558
17,Ngai.cc,6536
18,Ngai.cc,6162
19,Ngai.cc,5077
20,Ngai.cc,5255
21,Ngai.cc,4913
22,Ngai.cc,4343
23,Ngai.cc,4315
